WELL_ID,LAT_DD,LONG_DD,FUNC,STATUS,COD_FCN,COD_QTY,COD_RESRCE,ADM1,ADM2,ACTIVITY,COUNTRY,WATERSRC,WATERTECH,INSTALLED,MGMT,PAY,SOURCE,RPT_DATE
296178,7.98821700000,-10.84312900000,Yes,Yes- but partly damaged. Tap head(s) broken or missing | Pipe(s) blocked or disconnected | Tapstand leaking,2,1,0,Eastern,Kailahun,a6z1go27,SL,Standpipe or Tapstand,,2006,Community Management,No- water is free,Sierra Leone STATWASH portal,29/03/2012
296181,7.98789300000,-10.84159600000,Yes,Yes- but partly damaged. No water in network or tank,2,1,0,Eastern,Kailahun,a6yiesov,SL,Standpipe or Tapstand,,2005,Other,No- water is free,Sierra Leone STATWASH portal,30/03/2012
296171,7.98767100000,-10.84372400000,Yes,Yes- but partly damaged. Tap head(s) broken or missing | Pipe(s) blocked or disconnected | Concrete structure damaged | Tapstand leaking | No water in network or tank |,2,1,0,Eastern,Kailahun,a6y5b9ed,SL,Standpipe or Tapstand,,2006,Community Management,No- water is free,Sierra Leone STATWASH portal,29/03/2012
296173,7.98723300000,-10.84382800000,Yes,Yes- but partly damaged. Tap head(s) broken or missing | Pipe(s) blocked or disconnected | Tapstand leaking | No water in network or tank,2,1,0,Eastern,Kailahun,a6xf46s6,SL,Standpipe or Tapstand,,2006,Community Management,Yes- regularly,Sierra Leone STATWASH portal,29/03/2012
296287,7.98711200000,-10.84406100000,Yes,Yes- but partly damaged. Tap head(s) broken or missing | Pipe(s) blocked or disconnected | Tapstand leaking | No water in network or tank,2,1,0,Eastern,Kailahun,a6x7yziw,SL,Standpipe or Tapstand,,2005,Community Management,Yes- regularly,Sierra Leone STATWASH portal,29/03/2012
296261,7.98436600000,-10.84148800000,Yes,Yes- but partly damaged. water bed dropped,2,0,1,Eastern,Kailahun,a6so8s5a,SL,Pump on hand-dug well,Inkar,2008,Institutional Management,No- water is free,Sierra Leone STATWASH portal,30/03/2012
310726,7.98018000000,-11.73222300000,Yes,Yes- but partly damaged. Pump damaged | well not deep,2,0,1,Southern,Bo,a6lrds5m,SL,Pump on borehole,India Mark,2009,,Only if there is a breakdown,Sierra Leone STATWASH portal,01/04/2012
310839,7.97624600000,-11.75006300000,Yes,Yes- but partly damaged. No water in network or tank,2,1,0,Southern,Bo,a6f8szy4,SL,Standpipe or Tapstand,,0,,No water,Sierra Leone STATWASH portal,02/04/2012
310840,7.97609500000,-11.75075200000,Yes,Yes- but partly damaged. No water in network or tank,2,1,0,Southern,Bo,a6ezvhvn,SL,Standpipe or Tapstand,,0,,No water,Sierra Leone STATWASH portal,02/04/2012
300887,7.96516000000,-11.07395100000,Yes,Yes- but partly damaged. Water seal and plpe damaged,2,1,0,Eastern,Kenema,a5wx4kgj,SL,Pump on hand-dug well,India Mark,1987,,No- water is free,Sierra Leone STATWASH portal,13/02/2012
296296,7.96405700000,-10.83433100000,Yes,Yes- but partly damaged. Tap head(s) broken or missing | Pipe(s) blocked or disconnected | Tapstand leaking,2,1,0,Eastern,Kailahun,a5v31egn,SL,Standpipe or Tapstand,,1990,Community Management,No- water is free,Sierra Leone STATWASH portal,28/03/2012
309606,7.96373300000,-11.72934600000,No,No- broken down. Well polluted,0,1,0,Southern,Bo,a5ujzq0d,SL,Pump on hand-dug well,Kardia,2010,,No- water is free,Sierra Leone STATWASH portal,04/03/2012
309612,7.96225800000,-11.73214500000,Yes,Yes- but partly damaged. Pipe(s) blocked or disconnected | No water in network or tank,2,1,0,Southern,Bo,a5s3vki1,SL,Standpipe or Tapstand,,0,,No- water is free,Sierra Leone STATWASH portal,25/03/2012
296315,7.96208600000,-10.83608500000,Yes,Yes- but partly damaged. Tap head(s) broken or missing | Pipe(s) blocked or disconnected | Tapstand leaking,2,1,0,Eastern,Kailahun,a5rtr0aw,SL,Standpipe or Tapstand,,1990,Community Management,No- water is free,Sierra Leone STATWASH portal,28/03/2012
309615,7.96187000000,-11.73211000000,Yes,Yes- but partly damaged. No water in network or tank,2,1,0,Southern,Bo,a5rh93ih,SL,Standpipe or Tapstand,,0,,No- water is free,Sierra Leone STATWASH portal,25/03/2012
309618,7.96176900000,-11.73256800000,Yes,Yes- but partly damaged. No water in network or tank,2,1,0,Southern,Bo,a5rapbv1,SL,Standpipe or Tapstand,,2009,,No- water is free,Sierra Leone STATWASH portal,25/03/2012
296319,7.96116800000,-10.83640700000,Yes,Yes- but partly damaged. Tap head(s) broken or missing | Pipe(s) blocked or disconnected | Tapstand leaking,2,1,0,Eastern,Kailahun,a5qaz4ng,SL,Standpipe or Tapstand,,1990,Community Management,No- water is free,Sierra Leone STATWASH portal,28/03/2012
306716,7.96043700000,-11.71064100000,Yes,Yes- but partly damaged. well dry,2,1,1,Southern,Bo,a5p3io8i,SL,Protected Well (no pump),Bucket,2009,,No- water is free,Sierra Leone STATWASH portal,22/03/2012
309186,7.96018500000,-11.75006800000,Yes,Yes- but partly damaged. Pipe(s) blocked or disconnected | No water in network or tank,2,1,0,Southern,Bo,a5oomuf0,SL,Standpipe or Tapstand,,2000,,No- water is free,Sierra Leone STATWASH portal,15/03/2012
306719,7.95983400000,-11.71094300000,Yes,Yes- but partly damaged. well dry,2,1,1,Southern,Bo,a5o3snxx,SL,Protected Well (no pump),Bucket,2011,,No- water is free,Sierra Leone STATWASH portal,22/03/2012
309092,7.95917600000,-11.74471400000,No,No- broken down. Water is leaking,0,1,0,Southern,Bo,a5n0i29z,SL,Water Kiosk with Tank,,2008,,No- water is free,Sierra Leone STATWASH portal,03/02/2012
309062,7.95917900000,-11.74441900000,No,No- broken down. Well polluted,0,1,0,Southern,Bo,a5n0i29w,SL,Pump on borehole,India Mark,1994,,No- water is free,Sierra Leone STATWASH portal,01/02/2012
309042,7.95907600000,-11.74433400000,Yes,Yes- but partly damaged. Water is leaking,2,1,0,Southern,Bo,a5mujq83,SL,Water Kiosk with Tank,,2008,,Only if there is a breakdown,Sierra Leone STATWASH portal,02/02/2012
308326,7.95653200000,-11.73208200000,Yes,Yes- but partly damaged. No water in network or tank,2,1,0,Southern,Bo,a5inbmh4,SL,Standpipe or Tapstand,,2011,,No- water is free,Sierra Leone STATWASH portal,08/03/2012
306386,7.95171600000,-11.72078300000,No,No- broken down. Well polluted,0,1,0,Southern,Bo,a5aocot3,SL,Pump on hand-dug well,Afridev,2005,,No- water is free,Sierra Leone STATWASH portal,06/02/2012
306968,7.94963500000,-11.52237300000,No,No- broken down. Well polluted,0,1,0,Southern,Bo,a578ihg7,SL,Protected Well (no pump),Bucket,0,,No water,Sierra Leone STATWASH portal,10/02/2012
306971,7.94848700000,-11.51131500000,No,No- broken down. Well polluted,0,1,0,Southern,Bo,a55c1msp,SL,Protected Well (no pump),Bucket,2000,,Only if there is a breakdown,Sierra Leone STATWASH portal,10/02/2012
306809,7.94807800000,-11.70346100000,No,No- broken down. Well polluted,0,1,0,Southern,Bo,a54nmwh6,SL,Pump on hand-dug well,Afridev,2008,,No- water is free,Sierra Leone STATWASH portal,07/02/2012
304802,7.94763400000,-11.42833600000,No,No- broken down. no water in well,0,1,1,Southern,Bo,a53xfrqj,SL,Pump on borehole,India Mark,2006,,No- water is free,Sierra Leone STATWASH portal,10/02/2012
306561,7.94596000000,-11.71933400000,Yes,Yes- but partly damaged. well dried up,2,1,1,Southern,Bo,a5160fyh,SL,Protected Well (no pump),Bucket,2005,,No- water is free,Sierra Leone STATWASH portal,26/02/2012
306703,7.94357700000,-11.71905100000,No,No- broken down. Well polluted,0,1,0,Southern,Bo,a4x7pudi,SL,Protected Well (no pump),Bucket,0,,No- water is free,Sierra Leone STATWASH portal,17/03/2012
309948,7.94283500000,-11.72333600000,Yes,Yes- but partly damaged. well dry,2,1,1,Southern,Bo,a4vznrn5,SL,Protected Well (no pump),Bucket,2011,,No water,Sierra Leone STATWASH portal,15/03/2012
318840,7.94040200000,-12.53641100000,No,No- broken down. Well polluted,0,1,0,Southern,Moyamba,a4ryzlx0,SL,Pump on hand-dug well,PB Mark II,2007,,No- water is free,Sierra Leone STATWASH portal,11/02/2012
298454,7.93710000000,-10.87177100000,Yes,Yes- but partly damaged. Spring always dry,2,0,1,Eastern,Kailahun,a4mhwru5,SL,Protected spring,,2007,,No water,Sierra Leone STATWASH portal,27/03/2012
306875,7.93640800000,-11.71875200000,No,No- broken down. well dry,0,1,1,Southern,Bo,a4lcu1mr,SL,Protected Well (no pump),Bucket,2008,,No water,Sierra Leone STATWASH portal,14/03/2012
306874,7.93634800000,-11.71871000000,Yes,Yes- but partly damaged. well dry,2,1,1,Southern,Bo,a4l99g03,SL,Protected Well (no pump),Bucket,2008,,No water,Sierra Leone STATWASH portal,14/03/2012
311306,7.93571400000,-11.76493700000,Yes,Yes- but partly damaged. No water in network or tank,2,1,0,Southern,Bo,a4k7r58x,SL,Standpipe or Tapstand,,0,,No- water is free,Sierra Leone STATWASH portal,14/03/2012
311301,7.93520600000,-11.76489200000,Yes,Yes- but partly damaged. No water in network or tank,2,1,0,Southern,Bo,a4jde1e8,SL,Standpipe or Tapstand,,2010,,No- water is free,Sierra Leone STATWASH portal,14/03/2012
306831,7.93499600000,-11.70674800000,Yes,Yes- but partly damaged. well dry,2,1,1,Southern,Bo,a4j0vx8r,SL,Protected Well (no pump),Bucket,2010,,No water,Sierra Leone STATWASH portal,20/03/2012
307000,7.93479600000,-11.49266300000,Yes,Yes- but partly damaged. Tap head(s) broken or missing | Pipe(s) blocked or disconnected | No water in network or tank | tank stolen,0,1,0,Southern,Bo,a4ioz7hq,SL,Standpipe or Tapstand,,2002,,No- water is free,Sierra Leone STATWASH portal,09/02/2012
311108,7.93434700000,-11.72690100000,Yes,Yes- but partly damaged. Well damaged | well frequently dried,2,1,1,Southern,Bo,a4hy6r2t,SL,Protected Well (no pump),Bucket,2007,,No water,Sierra Leone STATWASH portal,16/03/2012
306984,7.93418100000,-11.49090300000,Yes,Yes- but partly damaged. No water in network or tank,2,1,0,Southern,Bo,a4honrkt,SL,Standpipe or Tapstand,,2006,,No- water is free,Sierra Leone STATWASH portal,09/02/2012
311298,7.93365300000,-11.76466900000,No,No- broken down. Well polluted,0,1,0,Southern,Bo,a4gt3umm,SL,Protected Well (no pump),Bucket,0,,No- water is free,Sierra Leone STATWASH portal,16/02/2012
311290,7.93353900000,-11.76360100000,Yes,Yes- but partly damaged. No water in network or tank,2,1,0,Southern,Bo,a4glynd0,SL,Standpipe or Tapstand,,0,,No- water is free,Sierra Leone STATWASH portal,14/03/2012
311081,7.93298500000,-11.72381700000,No,No- broken down. well dry,0,1,1,Southern,Bo,a4fp7ss6,SL,Protected Well (no pump),Bucket,2009,,No water,Sierra Leone STATWASH portal,15/03/2012
313082,7.93246400000,-11.96587300000,No,No- broken down. dried,0,1,1,Southern,Bo,a4eu9b6y,SL,Pump on hand-dug well,Kardia,2008,,No- water is free,Sierra Leone STATWASH portal,02/02/2012
303876,7.92843900000,-11.25749800000,No,No- broken down. Well polluted,0,1,0,Eastern,Kenema,a486bgxq,SL,Pump on hand-dug well,India Mark,1991,,No- water is free,Sierra Leone STATWASH portal,09/02/2012
304773,7.92319900000,-11.40767400000,No,No- broken down. Well polluted,0,1,0,Southern,Bo,a3zicd3w,SL,Protected Well (no pump),Bucket,2002,,No- water is free,Sierra Leone STATWASH portal,10/02/2012
307375,7.92154500000,-11.72219800000,Yes,Yes- but partly damaged. Tap head(s) broken or missing | Concrete structure damaged | Tapstand leaking,2,1,0,Southern,Bo,a3ws3wpx,SL,Standpipe or Tapstand,,2003,,No- water is free,Sierra Leone STATWASH portal,15/03/2012
307033,7.90572900000,-11.54381600000,No,No- broken down. Well polluted,0,1,0,Southern,Bo,a36m84by,SL,Protected Well (no pump),Bucket,2001,,No- water is free,Sierra Leone STATWASH portal,09/02/2012
298165,7.90351100000,-11.01795500000,Yes,Yes- but partly damaged. watet bed low,2,0,1,Eastern,Kailahun,a32yn7kz,SL,Pump on hand-dug well,Inkar,2004,,Only if there is a breakdown,Sierra Leone STATWASH portal,27/03/2012
314946,7.89247100000,-12.16669000000,No,No- broken down. Well polluted,0,1,0,Southern,Moyamba,a2kpcwle,SL,Protected Well (no pump),Bucket,1973,,No- water is free,Sierra Leone STATWASH portal,03/03/2012
301826,7.89034100000,-11.18835500000,No,No- broken down. Well polluted,0,1,0,Eastern,Kenema,a2h6jd6z,SL,Pump on hand-dug well,India Mark,0,,No- water is free,Sierra Leone STATWASH portal,06/02/2012
298467,7.88984300000,-10.88907800000,Yes,Yes- but partly damaged. Pipe(s) damaged or leaking,2,1,0,Eastern,Kailahun,a2gcrmmy,SL,Protected spring,,1990,,No- water is free,Sierra Leone STATWASH portal,27/03/2012
301818,7.88607900000,-11.18557500000,No,No- broken down. Well polluted,0,1,0,Eastern,Kenema,a2a4b9v3,SL,Protected Well (no pump),Bucket,1990,,No- water is free,Sierra Leone STATWASH portal,08/02/2012
301823,7.88592300000,-11.18954100000,No,No- broken down. Well polluted,0,1,0,Eastern,Kenema,a29vdrtj,SL,Protected Well (no pump),Bucket,1990,,No- water is free,Sierra Leone STATWASH portal,06/02/2012
302337,7.88303500000,-11.17759500000,Yes,Yes- but partly damaged. well dried off,2,1,1,Eastern,Kenema,a253bhwf,SL,Protected Well (no pump),Bucket,1996,,No- water is free,Sierra Leone STATWASH portal,11/02/2012
302142,7.88210800000,-11.18898100000,Yes,Yes- but partly damaged. No water in network or tank,2,1,0,Eastern,Kenema,a23jy6q9,SL,Standpipe or Tapstand,,2011,,Yes- by the bucket,Sierra Leone STATWASH portal,01/04/2012
302323,7.88205600000,-11.17638700000,Yes,Yes- but partly damaged. well dried off,2,1,1,Eastern,Kenema,a23gz0lv,SL,Protected Well (no pump),Bucket,1998,,No- water is free,Sierra Leone STATWASH portal,11/02/2012
302332,7.88081100000,-11.17792300000,No,No- broken down. Well polluted,0,1,0,Eastern,Kenema,a21f59lv,SL,Protected Well (no pump),Bucket,2011,,,Sierra Leone STATWASH portal,11/02/2012
307055,7.87748500000,-11.53551300000,Yes,Yes- but partly damaged. pipe short to reach water level,2,0,1,Southern,Bo,a1vwvzx7,SL,Pump on borehole,Inkar,2005,,No- water is free,Sierra Leone STATWASH portal,10/02/2012
318909,7.87549400000,-12.63368400000,Yes,Yes- but partly damaged. well need to be redeep and sink,2,0,1,Southern,Moyamba,a1smez0g,SL,Protected Well (no pump),Bucket,2000,,No- water is free,Sierra Leone STATWASH portal,25/03/2012
301227,7.87469000000,-11.22594700000,No,No- broken down. Well polluted,0,1,0,Eastern,Kenema,a1ra6k5f,SL,Protected Well (no pump),Bucket,2007,,No- water is free,Sierra Leone STATWASH portal,08/02/2012
311154,7.86633900000,-11.74977700000,No,No- broken down. Well polluted,0,1,0,Southern,Bo,a1dh1q2h,SL,Pump on hand-dug well,Kardia,2010,,No- water is free,Sierra Leone STATWASH portal,17/02/2012
302013,7.86487800000,-11.20448600000,Yes,Yes- but partly damaged. well dried,2,1,1,Eastern,Kenema,a1b24bjg,SL,Other,,0,,No- water is free,Sierra Leone STATWASH portal,13/02/2012
314945,7.86425900000,-12.15278200000,No,No- broken down. Well polluted,0,1,0,Southern,Moyamba,a1a17ncn,SL,Protected Well (no pump),Bucket,1991,,No- water is free,Sierra Leone STATWASH portal,29/02/2012
317126,7.86237700000,-12.26686800000,No,No- broken down. Well polluted,0,1,0,Southern,Moyamba,a16xa6i4,SL,Protected Well (no pump),Bucket,1985,,No- water is free,Sierra Leone STATWASH portal,28/02/2012
301351,7.86182400000,-11.19535500000,Yes,Yes- but partly damaged. low supply,2,1,0,Eastern,Kenema,a160j3yp,SL,Pump on hand-dug well,Inkar,2010,,No- water is free,Sierra Leone STATWASH portal,08/02/2012
301596,7.86167400000,-11.18363700000,No,No- broken down. Well polluted,0,1,0,Eastern,Kenema,a15rllss,SL,Protected Well (no pump),Bucket,1998,,No water,Sierra Leone STATWASH portal,10/02/2012
301341,7.86132600000,-11.19483900000,No,No- broken down. Well polluted | Dried up,0,0,1,Eastern,Kenema,a156rfpo,SL,Protected Well (no pump),Bucket,1998,,No- water is free,Sierra Leone STATWASH portal,08/02/2012
307415,7.85804400000,-11.70458100000,Yes,"Yes- but partly damaged. Pump damaged | water seal damaged, well dried.",2,0,1,Southern,Bo,a0zrhd85,SL,Pump on borehole,India Mark,2003,,No- water is free,Sierra Leone STATWASH portal,16/02/2012
301588,7.85696900000,-11.18235000000,No,No- broken down. Well polluted,0,1,0,Eastern,Kenema,a0xz6fv3,SL,Protected Well (no pump),Bucket,1999,,No water,Sierra Leone STATWASH portal,02/03/2012
301604,7.85656900000,-11.18486500000,No,No- broken down. Dry,0,1,1,Eastern,Kenema,a0xbd3oo,SL,Protected Well (no pump),Bucket,2006,,No water,Sierra Leone STATWASH portal,19/03/2012
301327,7.85569500000,-11.19120400000,No,No- broken down. Well polluted,0,1,0,Eastern,Kenema,a0vvke3s,SL,Pump on hand-dug well,India Mark,2003,,Yes- by the bucket,Sierra Leone STATWASH portal,07/02/2012
296506,7.85086500000,-10.80837600000,No,No- broken down. water far from  cylinder,0,1,1,Eastern,Kailahun,a0nvzxyr,SL,Pump on hand-dug well,India Mark,2009,,No water,Sierra Leone STATWASH portal,22/02/2012
303315,7.84965500000,-11.33835000000,No,No- broken down. Well polluted,0,1,0,Eastern,Kenema,a0lvyluv,SL,Pump on hand-dug well,India Mark,1990,,No- water is free,Sierra Leone STATWASH portal,20/02/2012
315368,7.84171500000,-12.10932700000,Yes,Yes- but partly damaged. Water is leaking,2,1,0,Southern,Bo,a08r8lhh,SL,Water Kiosk with Tank,,2011,,No- water is free,Sierra Leone STATWASH portal,23/02/2012
307313,7.83976400000,-11.65761000000,Yes,"Yes- but partly damaged. watersealed,handle shaking,to be replaced",2,1,0,Southern,Bo,a05j4z1c,SL,Pump on hand-dug well,Kardia,1989,,No- water is free,Sierra Leone STATWASH portal,13/02/2012
307319,7.83932200000,-11.66129500000,No,"No- broken down. the water level hasn,t been reached",0,0,1,Southern,Bo,a04sxwg4,SL,Pump on hand-dug well,Kardia,2006,,No water,Sierra Leone STATWASH portal,13/02/2012
303322,7.83930200000,-11.41269800000,No,No- broken down. Well polluted,0,1,0,Eastern,Kenema,a04rqzbi,SL,Pump on hand-dug well,India Mark,2007,,No- water is free,Sierra Leone STATWASH portal,19/02/2012
314949,7.83536700000,-12.13988500000,No,No- broken down. water is seasonal pump not properly fixed and pipe is short,0,0,1,Southern,Moyamba,9zy96cl2,SL,Pump on hand-dug well,Kardia,2007,,No- water is free,Sierra Leone STATWASH portal,29/02/2012
300974,7.83390900000,-11.18141800000,No,No- broken down. water dried,0,1,1,Eastern,Kenema,9zvu8uva,SL,Pump on hand-dug well,Kardia,2011,,No water,Sierra Leone STATWASH portal,05/02/2012
296511,7.82785200000,-10.81214500000,Yes,Yes- but partly damaged. Tap head(s) broken or missing | Pipe(s) blocked or disconnected | Tapstand leaking,2,1,0,Eastern,Kailahun,9zlu1j15,SL,Standpipe or Tapstand,,0,,Only if there is a breakdown,Sierra Leone STATWASH portal,23/02/2012
296509,7.82706500000,-10.81181500000,Yes,Yes- but partly damaged. Tap head(s) broken or missing | Pipe(s) blocked or disconnected | Tapstand leaking,2,1,0,Eastern,Kailahun,9zkj0a8m,SL,Standpipe or Tapstand,,1979,,No- water is free,Sierra Leone STATWASH portal,23/02/2012
296514,7.82670800000,-10.81249000000,Yes,Yes- but partly damaged. Tap head(s) broken or missing | Concrete structure damaged | Tapstand leaking,2,1,0,Eastern,Kailahun,9zjxkogs,SL,Standpipe or Tapstand,,1979,,Only if there is a breakdown,Sierra Leone STATWASH portal,23/02/2012
311327,7.82068200000,-11.75444700000,No,"No- broken down. Pump damaged | no enough water, depth is not deep",0,0,1,Southern,Bo,9z9z5xk8,SL,Pump on borehole,Kardia,2009,,No- water is free,Sierra Leone STATWASH portal,16/02/2012
318924,7.81580300000,-12.65679200000,No,No- broken down. Well polluted,0,1,0,Southern,Moyamba,9z1wmlbb,SL,Protected Well (no pump),Bucket,1984,,No- water is free,Sierra Leone STATWASH portal,26/03/2012
298500,7.81345200000,-10.93970400000,Yes,Yes- but partly damaged. No water in network or tank,2,1,0,Eastern,Kailahun,9yy0pcwl,SL,Standpipe or Tapstand,,1986,,No- water is free,Sierra Leone STATWASH portal,28/03/2012
317116,7.80886800000,-12.37938100000,No,No- broken down. no water in the well,0,0,1,Southern,Moyamba,9yqffpch,SL,Protected Well (no pump),Bucket,2003,,No water,Sierra Leone STATWASH portal,16/02/2012
303336,7.80852100000,-11.41416000000,No,No- broken down. Dry,0,1,1,Eastern,Kenema,9ypv6rbx,SL,Pump on hand-dug well,India Mark,2009,,No- water is free,Sierra Leone STATWASH portal,19/02/2012
303334,7.80779600000,-11.41459000000,No,No- broken down. Dry,0,1,1,Eastern,Kenema,9yonq469,SL,Pump on hand-dug well,India Mark,2009,,No- water is free,Sierra Leone STATWASH portal,19/02/2012
316586,7.79391900000,-12.29708500000,No,No- broken down. Well polluted,0,1,0,Southern,Bonthe,9y1pcnbu,SL,Protected Well (no pump),Bucket,0,,No- water is free,Sierra Leone STATWASH portal,15/03/2012
314957,7.79256400000,-12.13809600000,No,No- broken down. Well polluted,0,1,0,Southern,Moyamba,9xzgz3fo,SL,Protected Well (no pump),Bucket,0,,No- water is free,Sierra Leone STATWASH portal,15/02/2012
316712,7.78436200000,-12.29694400000,No,No- broken down. well polluted and pully damaged,0,1,0,Southern,Bonthe,9xlwrom1,SL,Protected Well (no pump),Bucket,2000,,No- water is free,Sierra Leone STATWASH portal,29/02/2012
316700,7.78422000000,-12.29644700000,No,No- broken down. no water in the well,0,0,1,Southern,Bonthe,9xlofm50,SL,Protected Well (no pump),Bucket,2007,,No- water is free,Sierra Leone STATWASH portal,29/02/2012
307345,7.78396600000,-11.65995300000,No,No- broken down. Well polluted,0,1,0,Southern,Bo,9xl8y7hz,SL,Pump on hand-dug well,India Mark,2009,,No- water is free,Sierra Leone STATWASH portal,13/02/2012
307218,7.78354600000,-11.66797100000,No,No- broken down. Well polluted,0,1,0,Southern,Bo,9xkjy05j,SL,Protected Well (no pump),Bucket,2004,,No- water is free,Sierra Leone STATWASH portal,13/02/2012
307216,7.78335000000,-11.66756100000,No,No- broken down. Well polluted,0,1,0,Southern,Bo,9xk81c1v,SL,Protected Well (no pump),Bucket,2005,,No- water is free,Sierra Leone STATWASH portal,13/02/2012
318933,7.78309100000,-12.68901300000,No,No- broken down. no water in the well,0,0,1,Southern,Moyamba,9xjt5pt6,SL,Pump on hand-dug well,India Mark,2009,,No- water is free,Sierra Leone STATWASH portal,26/03/2012
298577,7.77881300000,-11.00986800000,Yes,Yes- but partly damaged. Pipe(s) damaged or leaking,2,1,0,Eastern,Kenema,9xcqbtxu,SL,Protected spring,,1999,,Only if there is a breakdown,Sierra Leone STATWASH portal,14/02/2012
318938,7.77249200000,-12.75427100000,No,No- broken down. Well polluted,0,1,0,Southern,Moyamba,9x2a292u,SL,Protected Well (no pump),Bucket,2000,,No- water is free,Sierra Leone STATWASH portal,26/03/2012
318930,7.76833300000,-12.66850800000,No,No- broken down. on water in the well,0,0,1,Southern,Moyamba,9wvedwrh,SL,Protected Well (no pump),Bucket,2000,,No water,Sierra Leone STATWASH portal,28/03/2012
298688,7.76321300000,-10.97675200000,Yes,Yes- but partly damaged. no water in the well,2,1,0,Eastern,Kenema,9wmxjlzb,SL,Pump on hand-dug well,India Mark,2010,,No water,Sierra Leone STATWASH portal,14/02/2012
298704,7.76213200000,-10.98020400000,Yes,Yes- but partly damaged. no water in the well,2,1,0,Eastern,Kenema,9wl58soa,SL,Pump on hand-dug well,India Mark,2006,,No water,Sierra Leone STATWASH portal,14/02/2012
314956,7.76200500000,-12.23239900000,No,No- broken down. Well polluted,0,1,0,Southern,Moyamba,9wkxifgz,SL,Pump on hand-dug well,Kardia,2006,,No water,Sierra Leone STATWASH portal,15/02/2012
318946,7.75587800000,-12.75867700000,Yes,Yes- but partly damaged. season well,2,0,1,Southern,Moyamba,9wasjtpe,SL,Pump on hand-dug well,Kardia,2000,,No- water is free,Sierra Leone STATWASH portal,27/03/2012
318952,7.74549600000,-12.69445300000,No,No- broken down. no water in the well,0,0,1,Southern,Moyamba,9vtmjva8,SL,Pump on hand-dug well,India Mark,2010,,No water,Sierra Leone STATWASH portal,27/03/2012
298573,7.74336800000,-11.01651600000,Yes,Yes- but partly damaged. Pipe(s) damaged or leaking,2,1,0,Eastern,Kenema,9vq3q6hh,SL,Protected spring,,1986,,No- water is free,Sierra Leone STATWASH portal,14/02/2012
314965,7.73368700000,-12.19598700000,No,No- broken down. Well polluted,0,1,0,Southern,Moyamba,9va3eu07,SL,Protected Well (no pump),Bucket,0,,No water,Sierra Leone STATWASH portal,14/02/2012
314959,7.72798500000,-12.21496300000,No,No- broken down. Well polluted,0,1,0,Southern,Moyamba,9v0o1rc5,SL,Protected Well (no pump),Bucket,1992,,No water,Sierra Leone STATWASH portal,14/02/2012
314969,7.72603100000,-12.13362200000,No,No- broken down. Well polluted,0,1,0,Southern,Moyamba,9uxfy7qw,SL,Protected Well (no pump),Bucket,0,,No water,Sierra Leone STATWASH portal,15/02/2012
307282,7.70133200000,-11.52862300000,No,No- broken down. Well polluted,0,1,0,Southern,Bo,9tsldevq,SL,Pump on hand-dug well,Unidentified,1971,,No- water is free,Sierra Leone STATWASH portal,14/02/2012
316455,7.69992600000,-12.31079000000,No,No- broken down. Well polluted,0,1,0,Southern,Bonthe,9tq9fgmb,SL,Protected Well (no pump),Bucket,1994,,No- water is free,Sierra Leone STATWASH portal,20/03/2012
298709,7.69229400000,-11.05536500000,No,No- broken down. Well polluted,0,1,0,Eastern,Kenema,9tdn5gd5,SL,Pump on hand-dug well,India Mark,2010,,Yes- by the bucket,Sierra Leone STATWASH portal,18/02/2012
316456,7.68617600000,-12.32739500000,No,No- broken down. Well polluted,0,1,0,Southern,Bonthe,9t3isfyh,SL,Protected Well (no pump),Bucket,0,,No- water is free,Sierra Leone STATWASH portal,20/03/2012
316458,7.68613700000,-12.32779200000,No,No- broken down. Well polluted,0,1,0,Southern,Bonthe,9t3gepjh,SL,Protected Well (no pump),Bucket,0,,No- water is free,Sierra Leone STATWASH portal,20/03/2012
303260,7.68485600000,-11.41814200000,No,No- broken down. well dry,0,1,1,Eastern,Kenema,9t1c7139,SL,Protected Well (no pump),Bucket,2008,,No water,Sierra Leone STATWASH portal,28/03/2012
316459,7.67254800000,-12.32425900000,No,No- broken down. Well polluted,0,1,0,Southern,Bonthe,9sgzamei,SL,Protected Well (no pump),Bucket,0,,No water,Sierra Leone STATWASH portal,20/03/2012
314680,7.67172800000,-12.06661200000,Yes,Yes- but partly damaged. PVC do not reach the water,2,0,1,Southern,Bonthe,9sfmh0t6,SL,Pump on hand-dug well,India Mark,2011,,No- water is free,Sierra Leone STATWASH portal,30/03/2012
300177,7.64517000000,-11.14264200000,No,No- broken down. Well polluted,0,1,0,Eastern,Kenema,9r7pqyki,SL,Pump on hand-dug well,India Mark,2004,,No- water is free,Sierra Leone STATWASH portal,15/02/2012
357936,5.89320000000,-10.03274400000,Yes,Working but with problems. Water dry,2,1,1,Grand Bassa,Neekreen,9quyj4,LR,Manual pump on hand-dug well,Afridev,2002,,No water committee,WASH Liberia,03/02/2011
300412,7.63251800000,-11.11895900000,No,No- broken down. Well polluted,0,1,0,Eastern,Kenema,9qms06j9,SL,Pump on hand-dug well,India Mark,2009,,Yes- by the bucket,Sierra Leone STATWASH portal,14/02/2012
311397,7.61096500000,-11.81377900000,No,No- broken down. Well polluted,0,1,0,Southern,Bo,9pn4z795,SL,Pump on hand-dug well,Kardia,2009,,No- water is free,Sierra Leone STATWASH portal,17/02/2012
