WELL_ID,LAT_DD,LONG_DD,FUNC,STATUS,COD_FCN,COD_QTY,COD_RESRCE,ADM1,ADM2,ACTIVITY,COUNTRY,WATERSRC,WATERTECH,INSTALLED,MGMT,PAY,SOURCE,RPT_DATE,RPT_YEAR,BKDWN_YEAR
484577,-1.55612932,36.48697903,Yes,Functional ( in use),1,1,0,,,Kjd 718,KE,Tube well or borehole,Submersible pump|Electricity,2012,Private Individual/Delegated Management,2 KES/animal,Virtual Kenya,2013-02-15,2013.0,2013.0
484406,-1.86065671,36.19847248,Yes,Functional ( in use),1,1,0,,,kjd 717,KE,Protected Spring,Gravity,1972,Community Management,None,Virtual Kenya,2013-02-14,2013.0,2013.0
484621,-1.78245799,36.04380791,Yes,Functional ( in use),1,1,0,,,Kjd 715,KE,Surface water(lake),Not recorded,2000,Community Management,None,Virtual Kenya,2013-02-14,2013.0,2013.0
484620,-1.81089231,36.05121224,Yes,Functional ( in use),1,1,0,,,kjd 714,KE,Unprotected Spring,Not recorded,0,Community Management,None,Virtual Kenya,2013-02-14,2013.0,2013.0
484430,-1.84946466,36.10300795,Yes,Functional ( in use),1,1,0,,,kjd 713,KE,Surface water(lake),Not recorded,0,Community Management,None,Virtual Kenya,2013-02-14,2013.0,2013.0
484547,-2.00221997,36.23141699,Yes,Functional ( in use),1,1,0,,,kjd 709,KE,Unprotected Spring,Not recorded,0,Community Management,None,Virtual Kenya,2013-02-14,2013.0,2013.0
484428,-2.09020036,36.1055974,Yes,Functional ( in use),1,1,0,,,kjd 708,KE,Surface water(lake),Not recorded,0,Community Management,None,Virtual Kenya,2013-02-13,2013.0,2013.0
484429,-2.08748084,36.11358416,Yes,Functional ( in use),1,1,0,,,kjd 707,KE,Surface water(lake),Not recorded,0,Community Management,None,Virtual Kenya,2013-02-13,2013.0,2013.0
484579,-2.07793736,36.23714565,Yes,Functional ( in use),1,1,0,,,Kjd 705,KE,Dam/Pan(runoff harvesting),Not recorded,2012,Private Individual/Delegated Management,None,Virtual Kenya,2013-02-13,2013.0,2013.0
484741,-2.07905408,36.23827926,Yes,Functional ( in use),1,1,0,,,kjd 704,KE,Dam/Pan(runoff harvesting),Not recorded,2011,Private Individual/Delegated Management,None,Virtual Kenya,2013-02-13,2013.0,2013.0
484619,-2.07056243,36.24126158,Yes,Functional ( in use),1,1,0,,,Kjd 697,KE,Dam/Pan(runoff harvesting),Not recorded,2012,Private Individual/Delegated Management,None,Virtual Kenya,2013-02-13,2013.0,2013.0
484639,-1.55537542,36.5254693,Yes,Functional ( in use),1,1,0,,,kjd 670,KE,Dam/Pan(runoff harvesting),Not recorded,2001,Private Individual/Delegated Management,None,Virtual Kenya,2013-11-02,2013.0,2013.0
484502,-1.69101333,36.67951696,Yes,Functional ( in use),1,1,0,,,Kjd 644,KE,Dam/Pan(runoff harvesting),Not recorded,2010,Private Individual/Delegated Management,None,Virtual Kenya,2013-08-02,2013.0,2013.0
484455,-1.64233239,36.67948714,Yes,Functional ( in use),1,1,0,,,Kjd 641,KE,Dam/Pan(runoff harvesting),Not recorded,2011,Private Individual/Delegated Management,None,Virtual Kenya,2013-08-02,2013.0,2013.0
484638,-1.60991276,36.69843295,Yes,Functional ( in use),1,1,0,,,Kjd 639,KE,Unprotected dug well,Not recorded,2006,Private Individual/Delegated Management,None,Virtual Kenya,2013-08-02,2013.0,2013.0
484594,-1.60928812,36.70152961,Yes,Functional ( not in use)|Free (unimproved )sources|Lack of community organisation,2,1,0,,,Kjd 637,KE,Tube well or borehole,Submersible pump|Diesel,2012,Community Management,None,Virtual Kenya,2013-08-02,2013.0,2013.0
484571,-1.6245257,36.68575455,Yes,Functional ( in use),1,1,0,,,Kjd 636,KE,Dam/Pan(runoff harvesting),Not recorded,2011,Private Individual/Delegated Management,None,Virtual Kenya,2013-08-02,2013.0,2013.0
484705,-1.59654503,36.67853032,Yes,Functional ( in use),1,1,0,,,Kjd 634,KE,Dam/Pan(runoff harvesting),Not recorded,1992,Private Individual/Delegated Management,None,Virtual Kenya,2013-08-02,2013.0,2013.0
484719,-1.57160307,36.67478034,Yes,Functional ( in use),1,1,0,,,Kjd 632,KE,Dam/Pan(runoff harvesting),Not recorded,2012,Private Individual/Delegated Management,None,Virtual Kenya,2013-08-02,2013.0,2013.0
484464,-1.56384457,36.67843631,Yes,Functional ( in use),1,1,0,,,Kjd 630,KE,Dam/Pan(runoff harvesting),Not recorded,2000,Private Individual/Delegated Management,None,Virtual Kenya,2013-08-02,2013.0,2013.0
484628,-1.54215626,36.66178363,Yes,Functional ( in use),1,1,0,,,Kjd 628,KE,Dam/Pan(runoff harvesting),Not recorded,1991,Private Individual/Delegated Management,None,Virtual Kenya,2013-08-02,2013.0,2013.0
484566,-1.528887,36.66411887,Yes,Functional ( in use),1,1,0,,,Kjd 627,KE,Dam/Pan(runoff harvesting),Not recorded,2005,Private Individual/Delegated Management,None,Virtual Kenya,2013-08-02,2013.0,2013.0
484454,-1.31120791,36.55561319,Yes,Functional ( in use),1,1,0,,,Kjd 624,KE,Dam/Pan(runoff harvesting),Not recorded,2009,Community Management,None,Virtual Kenya,2013-07-02,2013.0,2013.0
484431,-1.14775591,36.5070442,Yes,Functional ( in use),1,1,0,,,Kjd 622,KE,Dam/Pan(runoff harvesting),Not recorded,1998,Community Management,None,Virtual Kenya,2013-07-02,2013.0,2013.0
484623,-1.17111774,36.50210613,Yes,Functional ( in use),1,1,0,,,Kjd 620,KE,Dam/Pan(runoff harvesting),Not recorded,1990,Community Management,None,Virtual Kenya,2013-07-02,2013.0,2013.0
484659,-1.34432986,36.49791449,Yes,Functional ( in use),1,1,0,,,Kjd 618,KE,Dam/Pan(runoff harvesting),Not recorded,2004,Community Management,None,Virtual Kenya,2013-07-02,2013.0,2013.0
484658,-1.34668758,36.49998987,Yes,Functional ( in use),1,1,0,,,Kjd 617,KE,Tube well or borehole,Submersible pump|Diesel,2011,Community Management,50 KES/animal,Virtual Kenya,2013-07-02,2013.0,2013.0
484720,-1.39687098,36.54681456,Yes,Functional ( in use),1,1,0,,,Kjd 614,KE,Tube well or borehole,Submersible pump|Diesel,2009,Community Management,5 KES/20L Jerrican,Virtual Kenya,2013-07-02,2013.0,2013.0
484519,-1.31513167,36.58428196,Yes,Functional ( in use),1,1,0,,,Kjd 610,KE,Dam/Pan(runoff harvesting),Not recorded,1999,Private Individual/Delegated Management,None,Virtual Kenya,2013-07-02,2013.0,2013.0
484723,-1.3663085,36.61245888,Yes,Functional ( in use),1,1,0,,,Kjd 608,KE,Tube well or borehole,Submersible pump|Electricity,2000,Private Individual/Delegated Management,4 KES/20L Jerrican,Virtual Kenya,2013-06-02,2013.0,2013.0
484459,-1.34348413,36.61438464,Yes,Functional ( in use),1,1,0,,,Kjd 608,KE,Dam/Pan(runoff harvesting),Not recorded,1984,Community Management,None,Virtual Kenya,2013-06-02,2013.0,2013.0
484680,-1.33680184,36.61443769,Yes,Functional ( in use),1,1,0,,,Kjd 607,KE,Dam/Pan(runoff harvesting),Not recorded,1992,Community Management,None,Virtual Kenya,2013-06-02,2013.0,2013.0
484681,-1.33713682,36.61582914,Yes,Functional ( in use),1,1,0,,,Kjd 606,KE,Dam/Pan(runoff harvesting),Not recorded,1992,Community Management,None,Virtual Kenya,2013-07-02,2013.0,2013.0
484483,-1.35811013,36.59928247,Yes,Functional ( in use),1,1,0,,,Kjd 604,KE,Tube well or borehole,Submersible pump|Electricity,2009,Community Management,4 KES/20L Jerrican,Virtual Kenya,2013-06-02,2013.0,2013.0
484716,-1.3829851,36.5978568,Yes,Functional ( in use),1,1,0,,,Kjd 601,KE,Dam/Pan(runoff harvesting),Not recorded,1972,Private Individual/Delegated Management,None,Virtual Kenya,2013-06-02,2013.0,2013.0
484462,-1.51296627,36.66160902,Yes,Functional ( in use),1,1,0,,,Kjd 594,KE,Dam/Pan(runoff harvesting),Not recorded,2009,Private Individual/Delegated Management,None,Virtual Kenya,2013-06-02,2013.0,2013.0
484473,-1.4730982,36.61968263,Yes,Functional ( in use),1,1,0,,,Kjd 591,KE,Unprotected Spring,Not recorded,1980,Community Management,None,Virtual Kenya,2013-05-02,2013.0,2013.0
484436,-1.47565999,36.6256334,Yes,Functional ( in use),1,1,0,,,Kjd 589,KE,Tube well or borehole,Submersible pump|Electricity,2008,Community Management,5 KES/20L Jerrican,Virtual Kenya,2013-05-02,2013.0,2013.0
484395,-1.61824244,36.81079282,Yes,Functional ( in use),1,1,0,,,Kjd 571,KE,Dam/Pan(runoff harvesting),Not recorded,2005,Private Individual/Delegated Management,None,Virtual Kenya,2012-12-28,2012.0,2012.0
484467,-1.55056216,36.80694154,Yes,Functional ( in use),1,1,0,,,Kjd 570,KE,Tube well or borehole,Submersible pump|Diesel,2001,Private Individual/Delegated Management,5 KES/20L Jerrican,Virtual Kenya,2012-12-28,2012.0,2012.0
484587,-1.5098513,36.77625225,Yes,Functional ( in use),1,1,0,,,Kjd 569,KE,Tube well or borehole,Submersible pump|Electricity,2010,Institutional Management,3000 KS/hh,Virtual Kenya,2012-12-28,2012.0,2012.0
484706,-1.55038384,36.79282743,Yes,Functional ( in use),1,1,0,,,Kjd 567,KE,Tube well or borehole,Submersible pump|Electricity,2000,Institutional Management,5 KES/20L Jerrican,Virtual Kenya,2012-12-28,2012.0,2012.0
484654,-1.55687434,36.79518492,Yes,Functional ( in use),1,1,0,,,Kjd 566,KE,Dam/Pan(runoff harvesting),Not recorded,2001,Community Management,None,Virtual Kenya,2012-12-28,2012.0,2012.0
484696,-1.6023467,36.75776239,Yes,Functional ( in use),1,1,0,,,Kjd 565,KE,Unprotected dug well,Not recorded,1970,Private Individual/Delegated Management,None,Virtual Kenya,2012-12-28,2012.0,2012.0
484730,-1.59428272,36.78552614,Yes,Functional ( in use),1,1,0,,,Kjd 5639,KE,Unprotected dug well,Not recorded,1994,Private Individual/Delegated Management,None,Virtual Kenya,2012-12-28,2012.0,2012.0
484729,-1.59035138,36.78539113,Yes,Functional ( in use),1,1,0,,,Kjd 562,KE,Dam/Pan(runoff harvesting),Not recorded,1992,Private Individual/Delegated Management,None,Virtual Kenya,2012-12-28,2012.0,2012.0
484677,-1.45486042,36.90042801,No,Non- Functional|Dry/Low yield,0,0,1,,,Kjd 561,KE,Tube well or borehole,Submersible pump|Diesel,2009,Community Management,None,Virtual Kenya,2012-12-27,2012.0,2012.0
484718,-1.43683737,36.88457137,Yes,Functional ( in use),1,1,0,,,Kjd 560,KE,Dam/Pan(runoff harvesting),Not recorded,1997,Community Management,None,Virtual Kenya,2012-12-27,2012.0,2012.0
484372,-1.43919694,36.90262763,Yes,Functional ( in use),1,1,0,,,Kjd 559,KE,Tube well or borehole,Submersible pump|Diesel,2005,Institutional Management,5 KES/20L Jerrican,Virtual Kenya,2012-12-27,2012.0,2012.0
484453,-1.82515015,36.82709542,Yes,Functional ( in use),1,1,0,,,Kjd 537,KE,Tube well or borehole,Submersible pump,2009,Private Individual/Delegated Management,None,Virtual Kenya,2012-12-19,2012.0,2012.0
484710,-1.83252127,36.85344988,Yes,Functional ( in use),1,1,0,,,Kjd 535,KE,Dam/Pan(runoff harvesting),Not recorded,1998,Private Individual/Delegated Management,None,Virtual Kenya,2012-12-19,2012.0,2012.0
484534,-1.82425466,36.84054635,Yes,Functional ( in use),1,1,0,,,Kjd 534,KE,Dam/Pan(runoff harvesting),Not recorded,1997,Private Individual/Delegated Management,None,Virtual Kenya,2012-12-19,2012.0,2012.0
484500,-1.82620915,36.83489781,Yes,Functional ( in use),1,1,0,,,Kjd 533,KE,Dam/Pan(runoff harvesting),Not recorded,2001,Private Individual/Delegated Management,None,Virtual Kenya,2012-12-19,2012.0,2012.0
484499,-1.82920061,36.81165607,Yes,Functional ( in use),1,1,0,,,Kjd 532,KE,Dam/Pan(runoff harvesting),Not recorded,2005,Private Individual/Delegated Management,None,Virtual Kenya,2012-12-19,2012.0,2012.0
484463,-1.71251918,36.83969484,Yes,Functional ( in use),1,1,0,,,Kjd 531,KE,Tube well or borehole,Submersible pump|Diesel,2011,Private Individual/Delegated Management,10 KES/20L Jerrican,Virtual Kenya,2012-12-18,2012.0,2012.0
484515,-1.68427093,36.83046701,Yes,Functional ( in use),1,1,0,,,Kjd 530,KE,Tube well or borehole,Submersible pump|Electricity,2005,Institutional Management,None,Virtual Kenya,2012-12-18,2012.0,2012.0
484670,-1.56210834,36.79869319,Yes,Functional ( in use),1,1,0,,,Kjd 529,KE,Tube well or borehole,Submersible pump|Electricity,2008,Community Management,5 KES/20L Jerrican,Virtual Kenya,2012-12-18,2012.0,2012.0
484596,-1.58676296,36.8221628,Yes,Functional ( in use),1,1,0,,,Kjd 528,KE,Tube well or borehole,Submersible pump|Diesel,2009,Private Individual/Delegated Management,Corporate social responsibility,Virtual Kenya,2012-12-18,2012.0,2012.0
484748,-1.59939494,36.8051502,Yes,Functional ( in use),1,1,0,,,Kjd 527,KE,Tube well or borehole,Submersible pump|Electricity,2008,Private Individual/Delegated Management,5 KES/20L Jerrican,Virtual Kenya,2013-12-18,2013.0,2013.0
484636,-1.62986877,36.82035372,Yes,Functional ( in use),1,1,0,,,Kjd 526,KE,Tube well or borehole,Submersible pump|Diesel,2005,Private Individual/Delegated Management,Community contribute money for diesel,Virtual Kenya,2012-12-18,2012.0,2012.0
484486,-1.64174478,36.81600142,Yes,Functional ( in use),1,1,0,,,Kjd 525,KE,Tube well or borehole,Submersible pump|Diesel,2002,Community Management,5 KES/20L Jerrican,Virtual Kenya,2012-12-18,2012.0,2012.0
484495,-1.6409285,36.84511694,Yes,Functional ( in use),1,1,0,,,Kjd 524,KE,Tube well or borehole,Submersible pump|Electricity,2005,Private Individual/Delegated Management,None,Virtual Kenya,2012-12-18,2012.0,2012.0
484456,-1.61418416,36.83455863,Yes,Functional ( in use),1,1,0,,,Kjd 523,KE,piped into dwelling/plot/yard,Submersible pump|Electricity,2012,Institutional Management,None,Virtual Kenya,2012-12-18,2012.0,2012.0
484457,-1.61397329,36.83446602,Yes,Functional ( in use),1,1,0,,,Kjd 522,KE,Tube well or borehole,Submersible pump|Electricity,2012,Institutional Management,None,Virtual Kenya,2012-12-17,2012.0,2012.0
484437,-1.53484531,36.91717702,Yes,Functional ( in use),1,1,0,,,Kjd 521,KE,Tube well or borehole,Submersible pump|Electricity,2011,Private Individual/Delegated Management,5 KES/20L Jerrican,Virtual Kenya,2012-12-17,2012.0,2012.0
484711,-1.52868241,36.91309823,Yes,Functional ( in use),1,1,0,,,Kjd 519,KE,Tube well or borehole,Submersible pump|Electricity,1995,Private Individual/Delegated Management,None,Virtual Kenya,2012-12-17,2012.0,2012.0
484489,-1.52534358,36.94461509,Yes,Functional ( in use),1,1,0,,,Kjd 518,KE,Dam/Pan(runoff harvesting),Not recorded,2002,Community Management,None,Virtual Kenya,2012-12-17,2012.0,2012.0
484712,-1.73078074,36.80285142,Yes,Functional ( in use),1,1,0,,,Kjd 516,KE,Dam/Pan(runoff harvesting),Not recorded,2000,Private Individual/Delegated Management,None,Virtual Kenya,2012-12-14,2012.0,2012.0
484714,-1.72811333,36.81035453,Yes,Functional ( in use),1,1,0,,,Kjd 515,KE,Dam/Pan(runoff harvesting),Not recorded,2011,Private Individual/Delegated Management,None,Virtual Kenya,2012-12-14,2012.0,2012.0
484497,-1.72794945,36.82461576,Yes,Functional ( in use),1,1,0,,,Kjd 513,KE,Dam/Pan(runoff harvesting),Not recorded,1992,Community Management,None,Virtual Kenya,2012-12-14,2012.0,2012.0
484386,-1.7608473,36.70156137,Yes,Functional ( in use),1,1,0,,,Kjd 511,KE,Dam/Pan(runoff harvesting),Not recorded,2012,Community Management,None,Virtual Kenya,2012-12-13,2012.0,2012.0
484684,-1.74228173,36.71744808,Yes,Functional ( in use),1,1,0,,,Kjd 509,KE,Tube well or borehole,Submersible pump|Diesel,2011,Community Management,20 KES/animal,Virtual Kenya,2012-12-13,2012.0,2012.0
484410,-1.65512727,36.67690015,Yes,Functional ( in use),1,1,0,,,Kjd 507,KE,Tube well or borehole,Submersible pump|Diesel,2012,Community Management,30 KES/animal,Virtual Kenya,2012-12-13,2012.0,2012.0
484422,-1.7182097,36.67685824,Yes,Functional ( in use),1,1,0,,,Kjd 506,KE,Tube well or borehole,Submersible pump|Diesel,2006,Community Management,5 KES/20L Jerrican,Virtual Kenya,2012-12-13,2012.0,2012.0
484421,-1.71778174,36.68899986,Yes,Functional ( in use),1,1,0,,,Kjd 505,KE,Dam/Pan(runoff harvesting),Not recorded,1992,Community Management,None,Virtual Kenya,2012-12-13,2012.0,2012.0
484657,-1.74811388,36.70375327,Yes,Functional ( in use),1,1,0,,,Kjd 504,KE,Tube well or borehole,Submersible pump|Electricity,2007,Community Management,5 KES/20L Jerrican,Virtual Kenya,2012-12-13,2012.0,2012.0
484683,-1.75892736,36.70676044,Yes,Functional ( in use),1,1,0,,,Kjd 503,KE,piped into dwelling/plot/yard,Submersible pump|Electricity,2008,Community Management,40 KES/animal,Virtual Kenya,2012-12-12,2012.0,2012.0
484432,-1.80221668,36.71223634,Yes,Functional ( in use),1,1,0,,,Kjd 500,KE,Tube well or borehole,Submersible pump|Diesel,2011,Private Individual/Delegated Management,Farming,Virtual Kenya,2012-12-12,2012.0,2012.0
484488,-1.81400286,36.71386042,Yes,Functional ( in use),1,1,0,,,Kjd 499,KE,Dam/Pan(runoff harvesting),Not recorded,2011,Private Individual/Delegated Management,20 KES/animal,Virtual Kenya,2012-12-12,2012.0,2012.0
484704,-1.81325926,36.73549242,Yes,Functional ( in use),1,1,0,,,Kjd 496,KE,Tube well or borehole,Submersible pump|Electricity,2012,Private Individual/Delegated Management,5 KES/20L Jerrican,Virtual Kenya,2012-12-12,2012.0,2012.0
484583,-1.81209071,36.74114851,Yes,Functional ( in use),1,1,0,,,Kjd 495,KE,Tube well or borehole,Submersible pump|Electricity,2012,Private Individual/Delegated Management,New borehole,Virtual Kenya,2012-12-12,2012.0,2012.0
484401,-1.81906489,36.74851319,Yes,Functional ( in use),1,1,0,,,Kjd 494,KE,Tube well or borehole,Submersible pump|Electricity,2010,Private Individual/Delegated Management,5 KES/20L Jerrican,Virtual Kenya,2012-12-12,2012.0,2012.0
484715,-1.70697253,36.84673414,Yes,Functional ( in use),1,1,0,,,kjd 484,KE,Tube well or borehole,Submersible pump|Diesel,2008,Private Individual/Delegated Management,5 KES/20L Jerrican,Virtual Kenya,2012-10-12,2012.0,2012.0
484474,-1.63810169,36.87741614,Yes,Functional ( in use),1,1,0,,,kjd 479,KE,Tube well or borehole,Submersible pump|Electricity,1992,Private Individual/Delegated Management,5 KES/20L Jerrican,Virtual Kenya,2012-10-12,2012.0,2012.0
484622,-1.59875978,36.91743699,Yes,Functional ( in use),1,1,0,,,kjd 476,KE,Tube well or borehole,Submersible pump|Electricity,2009,Private Individual/Delegated Management,4 KES/20L Jerrican,Virtual Kenya,2012-10-12,2012.0,2012.0
484602,-1.81634955,36.72371661,Yes,Functional ( in use),1,1,0,,,kjd 473,KE,Tube well or borehole,Submersible pump|Electricity,2004,Private Individual/Delegated Management,3 KES/20L Jerrican,Virtual Kenya,2012-10-12,2012.0,2012.0
484759,-1.562578,36.7922072,Yes,Functional ( in use),1,1,0,,,kjd 462,KE,Tube well or borehole,Submersible pump|Electricity,2000,Institutional Management,None,Virtual Kenya,2013-10-02,2013.0,2013.0
484595,-2.28746422,36.58563362,Yes,Functional ( in use),1,1,0,,,Kjd 197,KE,Tube well or borehole,Submersible pump|Diesel,1985,Community Management,50 KES/animal,Virtual Kenya,2012-10-24,2012.0,2012.0
484778,-3.16774265,37.77745885,Yes,Functional ( in use),1,1,0,,,kjd 17,KE,Protected dug well,Submersible pump,2011,Community Management,None,Virtual Kenya,2012-12-06,2012.0,2012.0
484774,-3.17174716,37.7482433,Yes,Functional ( in use),1,1,0,,,kjd 16,KE,Protected dug well,Submersible pump,2010,Community Management,None,Virtual Kenya,2012-12-06,2012.0,2012.0
484756,-2.05118831,37.25727835,Yes,Functional ( in use),1,1,0,,,kjd 1062,KE,Tube well or borehole,Submersible pump|Diesel,1997,Community Management,None,Virtual Kenya,2012-10-30,2012.0,2012.0
484761,-2.5629844,37.27715901,Yes,Functional ( in use),1,1,0,,,kjd 1059,KE,Tube well or borehole,Submersible pump,2011,Community Management,None,Virtual Kenya,2012-10-29,2012.0,2012.0
484784,-2.73295534,37.45741453,Yes,Functional ( in use),1,1,0,,,kjd 1051,KE,Protected dug well,Submersible pump,2008,Community Management,None,Virtual Kenya,2012-10-27,2012.0,2012.0
484789,-2.74980998,37.4747295,Yes,Functional ( in use),1,1,0,,,kjd 1050,KE,Protected Spring,Gravity,2011,Community Management,None,Virtual Kenya,2012-10-27,2012.0,2012.0
484769,-2.82314467,37.69946229,Yes,Functional ( in use),1,1,0,,,kjd 1046,KE,Dam/Pan(runoff harvesting),Not recorded,2009,Community Management,None,Virtual Kenya,2012-10-26,2012.0,2012.0
484795,-2.89647048,37.63115007,Yes,Functional ( in use),1,1,0,,,kjd 1044,KE,Surface water(lake),Not recorded,0,Community Management,None,Virtual Kenya,2012-10-26,2012.0,2012.0
484785,-2.66876164,37.28332649,Yes,Functional ( in use),1,1,0,,,kjd 1018,KE,Tube well or borehole,Hand Pump|Afridev,2010,Community Management,None,Virtual Kenya,2012-10-24,2012.0,2012.0
484494,-2.29539666,36.9032693,Yes,Functional ( in use),1,1,0,,,Kjd 098,KE,Dam/Pan(runoff harvesting),Not recorded,1985,Private Individual/Delegated Management,None,Virtual Kenya,2012-06-25,2012.0,2012.0
484511,-2.32096639,36.87284369,Yes,Functional ( in use),1,1,0,,,Kjd 096,KE,Tube well or borehole,Submersible pump|Diesel,1979,Private Individual/Delegated Management,100 KES/animal,Virtual Kenya,2012-06-25,2012.0,2012.0
484540,-2.3118609,36.77011139,Yes,Functional ( in use),1,1,0,,,kjd 083,KE,Dam/Pan(runoff harvesting),Not recorded,2009,Community Management,After System Breakdown,Virtual Kenya,2012-06-21,2012.0,2012.0
484611,-2.3161434,36.79590437,Yes,Functional ( in use),1,1,0,,,Kjd 081,KE,Tube well or borehole,Submersible pump|Diesel,2007,Community Management,After System Breakdown,Virtual Kenya,2012-06-21,2012.0,2012.0
484613,-2.27377428,36.81260614,No,Non- Functional|Dry/Low yield,0,0,1,,,Kjd 077,KE,Tube well or borehole,Submersible pump|Diesel,1950,Community Management,None,Virtual Kenya,2012-06-21,2012.0,2012.0
484391,-2.2766026,36.8072487,Yes,Functional ( in use),1,1,0,,,Kjd 073,KE,Tube well or borehole,Submersible pump|Electricity,1982,Private Individual/Delegated Management,10 KES/20L Jerrican,Virtual Kenya,2012-06-21,2012.0,2012.0
484476,-2.17596136,36.85569328,Yes,Functional ( in use),1,1,0,,,Kjd 058,KE,Rock catchment,Gravity,1986,Community Management,None,Virtual Kenya,2012-06-19,2012.0,2012.0
484717,-2.13679945,36.81406123,Yes,Functional ( in use),1,1,0,,,Kjd 057,KE,Protected dug well,Submersible pump|Diesel,2010,Private Individual/Delegated Management,10 KES/20L Jerrican,Virtual Kenya,2012-06-19,2012.0,2012.0
484520,-2.13452974,36.8133778,Yes,Functional ( in use),1,1,0,,,kjd 056,KE,Tube well or borehole,Hand Pump|Afridev,2012,Community Management,None,Virtual Kenya,2012-10-06,2012.0,2012.0
484604,-2.22337288,36.78868145,Yes,Functional ( in use),1,1,0,,,Kjd 043,KE,Tube well or borehole,Submersible pump|Diesel,1950,Community Management,100 KES/animal,Virtual Kenya,2011-06-18,2011.0,2011.0
484561,-1.99683899,36.7977834,Yes,Functional ( in use),1,1,0,,,Kjd 038,KE,Tube well or borehole,Submersible pump|Electricity,2008,Private Individual/Delegated Management,10 KES/20L Jerrican,Virtual Kenya,2011-06-18,2011.0,2011.0
484627,-2.01866079,36.70559434,Yes,Functional ( in use),1,1,0,,,Kjd 029,KE,Dam/Pan(runoff harvesting),Not recorded,1958,Community Management,None,Virtual Kenya,2012-06-15,2012.0,2012.0
484649,-2.03197281,36.71268663,Yes,Functional ( in use),1,1,0,,,Kjd 028,KE,Tube well or borehole,Submersible pump|Diesel,2021,Community Management,35 KES/animal,Virtual Kenya,2012-06-15,2012.0,2012.0
484543,-2.04287629,36.72489911,Yes,Functional ( in use),1,1,0,,,Kjd 027,KE,Dam/Pan(runoff harvesting),Not recorded,1990,Community Management,None,Virtual Kenya,2012-06-15,2012.0,2012.0
484607,-2.05354124,36.73326503,Yes,Functional ( in use),1,1,0,,,Kjd 026,KE,Unprotected dug well,Not recorded,1958,Community Management,None,Virtual Kenya,2012-06-15,2012.0,2012.0
484701,-1.6511948,36.67852856,Yes,Functional ( in use),1,1,0,,,Kjd  642,KE,Dam/Pan(runoff harvesting),Not recorded,2011,Private Individual/Delegated Management,None,Virtual Kenya,2013-08-02,2013.0,2013.0
484524,-1.814669,36.71415095,Yes,Functional ( in use),1,1,0,,,Kjd  498,KE,Dam/Pan(runoff harvesting),Not recorded,2007,Private Individual/Delegated Management,None,Virtual Kenya,2012-12-12,2012.0,2012.0
484612,-2.27525916,36.81200285,Yes,Functional ( in use),1,1,0,,,Kjd,KE,Tube well or borehole,Submersible pump|Electricity,1998,Community Management,10 KES/20L Jerrican,Virtual Kenya,2011-06-21,2011.0,2011.0
484689,-1.87803353,36.78294145,Yes,Functional ( in use),1,1,0,,,Kjd,KE,Tube well or borehole,Hand Pump|India Mark II,1997,Community Management,None,Virtual Kenya,2012-06-27,2012.0,2012.0
489623,-0.4946167,34.02243,No,Low yield|No operation in the dry season,2,1,1,Homa Bay,Mbita,Kitenyi Pry SCh Well,KE,Not recorded,Protected dug well with hand pump,2010,Institutional Management,No payment system,Engineering Sciences & Global Development,2011-02-09,2011.0,2011.0
489619,-0.4920833,34.03427,No,Low yield|Normally operational,2,1,0,Homa Bay,Mbita,Kitawi Beach Dug Well,KE,Not recorded,Protected dug well with hand pump,0,0,No payment system,Engineering Sciences & Global Development,2011-02-09,2011.0,2011.0
489601,-0.6614,34.13635,No,Equipment not-function|No operation in the dry season,0,0,1,Homa Bay,Suba,Kiembe b,KE,Not recorded,Borehole with hand pump,1992,Community Management,No payment system,Engineering Sciences & Global Development,2011-03-26,2011.0,2011.0
486011,-0.239092,34.998836,Yes,Functional ( in use),1,1,0,,,kdm/318,KE,Dam/Pan(runoff harvesting),Not recorded,2011,Community Management,None,Virtual Kenya,2012-02-05,2012.0,2012.0
489077,-1.21530719,36.76759907,Yes,Functional ( in use),1,1,0,,,kbuoo4,KE,Tube well or borehole,Submersible pump|Electricity,19997,Institutional Management,None,Virtual Kenya,2012-09-17,2012.0,2012.0
489139,-1.01815782,36.91530441,Yes,Functional ( in use),1,1,0,,,kbu824,KE,Tube well or borehole,Submersible pump|Electricity,2011,Community Management,33 KES/Meter3,Virtual Kenya,2012-10-23,2012.0,2012.0
488894,-1.01477822,36.90665522,Yes,Functional ( in use),1,1,0,,,kbu823,KE,Tube well or borehole,Submersible pump|Electricity,2012,Institutional Management,None,Virtual Kenya,2012-10-23,2012.0,2012.0
489019,-1.05473768,36.94032455,Yes,Functional ( in use),1,1,0,,,kbu822,KE,Tube well or borehole,Submersible pump|Electricity,2010,Community Management,30 KES/Meter3,Virtual Kenya,2012-10-23,2012.0,2012.0
489070,-1.05473768,36.94032455,Yes,Functional ( in use),1,1,0,,,kbu821,KE,Tube well or borehole,Submersible pump|Electricity,2011,Institutional Management,None,Virtual Kenya,2012-10-23,2012.0,2012.0
488910,-0.99458772,36.90110835,Yes,Functional ( in use),1,1,0,,,kbu820,KE,Tube well or borehole,Submersible pump|Electricity,2012,Institutional Management,None,Virtual Kenya,2012-10-22,2012.0,2012.0
